,filename,xmin,xmax,ymin,ymax
727,armas (620).jpg,201,506,23,248
728,armas (621).jpg,136,550,11,479
729,armas (622).jpg,108,549,31,463
730,armas (623).jpg,23,757,15,877
731,armas (624).jpg,1,780,1,576
732,armas (625).jpg,194,617,59,370
733,armas (626).jpg,142,527,78,324
734,armas (627).jpg,336,526,279,440
735,armas (628).jpg,76,136,560,655
736,armas (628).jpg,78,421,305,545
737,armas (629).jpg,278,455,155,244
738,armas (630).jpg,227,417,102,199
739,armas (631).jpg,122,988,118,789
740,armas (632).jpg,76,474,41,310
741,armas (633).jpg,1,413,18,559
742,armas (634).jpg,67,725,31,665
743,armas (635).jpg,13,551,16,306
744,armas (636).jpg,180,257,126,182
745,armas (637).jpg,81,152,53,203
746,armas (638).jpg,15,792,5,594
747,armas (639).jpg,113,400,107,326
748,armas (640).jpg,60,624,21,403
749,armas (641).jpg,80,640,136,481
750,armas (642).jpg,308,366,179,296
751,armas (643).jpg,70,225,33,171
752,armas (644).jpg,286,842,49,432
753,armas (645).jpg,92,118,103,134
754,armas (646).jpg,71,242,115,217
755,armas (647).jpg,22,1211,15,768
756,armas (648).jpg,141,2547,114,1696
757,armas (649).jpg,26,490,1,249
758,armas (650).jpg,30,954,4,870
759,armas (651).jpg,117,298,10,155
760,armas (652).jpg,1329,1620,19,815
761,armas (652).jpg,999,1364,45,684
762,armas (653).jpg,228,417,68,479
763,armas (654).jpg,77,162,94,134
764,armas (654).jpg,54,133,148,189
765,armas (655).jpg,143,334,83,244
766,armas (656).jpg,148,442,82,305
767,armas (657).jpg,138,298,30,354
768,armas (658).jpg,334,372,160,195
769,armas (659).jpg,24,196,61,176
770,armas (660).jpg,142,325,80,201
771,armas (661).jpg,184,242,87,139
772,armas (661).jpg,307,347,82,126
773,armas (662).jpg,261,391,121,325
774,armas (663).jpg,85,174,124,180
775,armas (664).jpg,125,525,28,291
776,armas (665).jpg,85,285,7,232
777,armas (666).jpg,214,270,308,344
778,armas (667).jpg,46,331,215,422
779,armas (667).jpg,1,180,202,364
780,armas (667).jpg,191,627,214,424
781,armas (667).jpg,29,381,117,252
782,armas (667).jpg,327,594,50,190
783,armas (667).jpg,118,365,9,174
784,armas (667).jpg,370,634,1,102
785,armas (667).jpg,3,222,1,84
786,armas (668).jpg,84,473,132,408
787,armas (669).jpg,107,287,197,290
788,armas (669).jpg,92,254,127,205
789,armas (669).jpg,98,267,76,137
790,armas (670).jpg,171,320,298,394
791,armas (670).jpg,94,267,245,353
792,armas (671).jpg,42,479,122,346
793,armas (672).jpg,132,415,38,214
794,armas (672).jpg,487,635,122,336
795,armas (673).jpg,279,549,123,270
796,armas (674).jpg,67,336,35,320
797,armas (675).jpg,19,282,44,207
798,armas (676).jpg,246,1273,280,900
799,armas (677).jpg,36,204,99,340
800,armas (678).jpg,383,452,127,177
801,armas (679).jpg,16,177,75,185
802,armas (679).jpg,75,228,12,122
803,armas (680).jpg,83,159,43,105
804,armas (680).jpg,15,128,157,210
805,armas (681).jpg,26,588,52,300
806,armas (682).jpg,62,430,42,405
807,armas (683).jpg,26,982,51,720
808,armas (684).jpg,289,568,224,415
809,armas (685).jpg,62,345,46,450
810,armas (686).jpg,560,1146,341,708
811,armas (687).jpg,67,182,323,480
812,armas (687).jpg,315,437,326,479
813,armas (687).jpg,550,675,325,482
814,armas (687).jpg,242,461,92,239
815,armas (687).jpg,553,669,85,241
816,armas (688).jpg,1,411,338,599
817,armas (688).jpg,4,507,5,304
818,armas (689).jpg,464,566,242,297
819,armas (689).jpg,440,543,364,407
820,armas (690).jpg,97,229,151,354
821,armas (690).jpg,12,154,40,183
822,armas (690).jpg,252,341,150,317
823,armas (690).jpg,347,450,124,343
824,armas (690).jpg,455,525,152,300
825,armas (690).jpg,178,302,25,154
826,armas (690).jpg,289,396,11,127
827,armas (690).jpg,381,471,18,126
828,armas (691).jpg,189,780,119,337
829,armas (692).jpg,4,266,172,463
830,armas (692).jpg,173,642,111,406
831,armas (692).jpg,373,742,34,347
832,armas (693).jpg,653,1321,319,991
833,armas (694).jpg,15,435,109,301
834,armas (695).jpg,225,582,21,210
835,armas (696).jpg,630,923,230,505
836,armas (697).jpg,191,362,82,217
837,armas (698).jpg,248,405,25,360
838,armas (699).jpg,71,259,206,339
839,armas (700).jpg,80,640,136,481
840,armas (701).jpg,157,676,34,511
841,armas (702).jpg,1,27,233,263
842,armas (702).jpg,36,77,234,265
843,armas (702).jpg,81,123,235,266
844,armas (702).jpg,117,172,243,274
845,armas (702).jpg,26,52,205,222
846,armas (702).jpg,64,99,203,229
847,armas (702).jpg,103,133,205,233
848,armas (702).jpg,141,177,206,233
849,armas (702).jpg,184,225,247,277
850,armas (702).jpg,202,275,205,245
851,armas (702).jpg,234,275,252,274
852,armas (702).jpg,413,449,254,292
853,armas (702).jpg,412,445,215,244
854,armas (703).jpg,25,419,937,1249
855,armas (703).jpg,492,865,952,1255
856,armas (703).jpg,10,431,640,909
857,armas (703).jpg,468,877,640,928
858,armas (703).jpg,7,407,328,597
859,armas (703).jpg,492,843,334,603
860,armas (703).jpg,25,368,3,258
861,armas (703).jpg,483,850,21,279
862,armas (704).jpg,12,321,133,334
863,armas (704).jpg,128,434,10,233
864,armas (705).jpg,6,243,125,284
865,armas (706).jpg,4,272,4,172
866,armas (707).jpg,80,262,229,363
867,armas (708).jpg,466,639,167,300
868,armas (709).jpg,1,222,1,163
869,armas (710).jpg,24,431,210,484
870,armas (711).jpg,27,431,219,488
871,armas (712).jpg,228,410,78,327
872,armas (713).jpg,222,614,22,323
873,armas (714).jpg,14,428,153,423
874,armas (715).jpg,150,302,69,202
875,armas (716).jpg,201,571,7,317
876,armas (717).jpg,287,553,265,905
877,armas (718).jpg,287,550,280,887
878,armas (719).jpg,273,755,13,729
879,armas (720).jpg,166,299,99,203
880,armas (720).jpg,399,467,34,163
881,armas (720).jpg,310,462,284,319
882,armas (721).jpg,1,655,5,578
883,armas (722).jpg,1,628,67,480
884,armas (723).jpg,315,934,574,1330
885,armas (724).jpg,21,207,83,178
886,armas (725).jpg,29,372,9,126
887,armas (726).jpg,32,197,12,140
888,armas (726).jpg,218,416,17,143
889,armas (727).jpg,4,206,58,116
890,armas (727).jpg,284,338,1,147
891,armas (728).jpg,5,387,3,246
892,armas (729).jpg,3,365,2,150
893,armas (730).jpg,526,687,430,554
894,armas (731).jpg,71,605,287,872
895,armas (731).jpg,702,1245,270,938
896,armas (732).jpg,90,593,11,362
897,armas (733).jpg,167,304,102,211
898,armas (734).jpg,299,371,67,114
899,armas (735).jpg,77,1504,139,1008
900,armas (736).jpg,60,184,141,370
901,armas (737).jpg,396,1032,368,600
902,armas (738).jpg,206,1006,104,692
903,armas (739).jpg,338,392,209,259
904,armas (740).jpg,7,701,118,302
905,armas (741).jpg,25,41,1,64
906,armas (741).jpg,91,107,1,62
907,armas (741).jpg,155,172,1,62
908,armas (742).jpg,528,1057,240,782
909,armas (743).jpg,423,950,246,732
910,armas (744).jpg,326,931,153,756
911,armas (745).jpg,37,645,46,397
912,armas (746).jpg,367,965,75,385
913,armas (747).jpg,842,1225,280,1136
914,armas (748).jpg,82,763,160,625
915,armas (749).jpg,339,1075,350,667
916,armas (749).jpg,484,1292,1,464
917,armas (750).jpg,80,380,221,502
918,armas (750).jpg,408,617,148,369
919,armas (751).jpg,45,164,143,205
920,armas (751).jpg,17,130,5,51
921,armas (752).jpg,333,411,345,406
922,armas (753).jpg,1,297,1,149
923,armas (754).jpg,10,292,15,149
924,armas (755).jpg,1,296,3,176
925,armas (756).jpg,38,295,62,187
926,armas (757).jpg,26,288,40,191
927,armas (758).jpg,1,284,1,125
928,armas (759).jpg,14,292,46,192
929,armas (760).jpg,1,229,75,229
930,armas (761).jpg,56,289,55,195
931,armas (762).jpg,51,286,55,195
932,armas (763).jpg,53,282,46,195
933,armas (764).jpg,20,271,59,148
934,armas (765).jpg,23,288,45,228
935,armas (766).jpg,1,294,13,197
936,armas (767).jpg,3,286,4,150
937,armas (768).jpg,36,255,14,116
938,armas (769).jpg,3,288,4,154
939,armas (770).jpg,3,293,4,190
940,armas (771).jpg,7,291,13,192
941,armas (772).jpg,8,292,15,126
942,armas (773).jpg,23,271,7,198
943,armas (774).jpg,3,294,5,159
944,armas (775).jpg,1,300,2,198
945,armas (776).jpg,67,219,24,129
946,armas (777).jpg,6,294,10,152
947,armas (778).jpg,20,282,32,172
948,armas (779).jpg,6,293,12,136
949,armas (780).jpg,3,294,29,188
950,armas (781).jpg,16,282,7,168
951,armas (782).jpg,4,298,1,224
952,armas (783).jpg,21,240,60,180
953,armas (784).jpg,3,288,2,147
954,armas (785).jpg,6,290,8,173
955,armas (786).jpg,44,259,19,99
956,armas (787).jpg,8,283,11,173
957,armas (788).jpg,4,296,4,166
958,armas (789).jpg,17,282,37,135
959,armas (790).jpg,25,263,37,162
960,armas (791).jpg,5,290,45,182
961,armas (792).jpg,84,210,50,118
962,armas (793).jpg,3,300,62,179
963,armas (794).jpg,37,269,52,160
964,armas (795).jpg,15,285,16,144
965,armas (796).jpg,46,268,40,152
966,armas (797).jpg,11,286,37,153
967,armas (798).jpg,13,272,1,174
968,armas (799).jpg,15,288,13,160
969,armas (800).jpg,1,294,18,145
970,armas (801).jpg,1,294,12,141
971,armas (802).jpg,8,278,62,237
972,armas (803).jpg,7,192,8,95
973,armas (804).jpg,26,275,11,183
974,armas (805).jpg,19,269,24,162
975,armas (806).jpg,1,282,11,149
976,armas (807).jpg,11,291,14,155
977,armas (808).jpg,13,281,16,218
978,armas (809).jpg,4,294,104,215
979,armas (810).jpg,2,296,102,212
980,armas (811).jpg,9,284,10,175
981,armas (812).jpg,30,300,15,206
982,armas (813).jpg,1,296,1,141
983,armas (814).jpg,15,284,5,137
984,armas (815).jpg,3,294,21,178
985,armas (816).jpg,4,292,9,154
986,armas (817).jpg,5,290,71,201
987,armas (818).jpg,13,276,49,214
988,armas (819).jpg,2,296,1,158
989,armas (820).jpg,3,297,13,139
990,armas (821).jpg,19,288,23,141
991,armas (822).jpg,3,283,27,182
992,armas (823).jpg,1,298,5,148
993,armas (824).jpg,11,288,35,198
994,armas (825).jpg,38,214,64,168
995,armas (826).jpg,11,276,22,181
996,armas (827).jpg,1,188,91,211
997,armas (828).jpg,25,267,5,162
998,armas (829).jpg,8,290,3,156
999,armas (830).jpg,1,298,11,212
1000,armas (831).jpg,1,281,33,215
1001,armas (832).jpg,3,294,4,162
1002,armas (833).jpg,13,291,16,132
1003,armas (834).jpg,484,839,296,446
1004,armas (835).jpg,54,965,235,615
1005,armas (836).jpg,23,559,66,345
1006,armas (837).jpg,33,148,16,211
1007,armas (838).jpg,64,203,44,136
1008,armas (839).jpg,91,144,122,258
1009,armas (840).jpg,85,225,18,167
1010,armas (841).jpg,95,208,48,132
1011,armas (842).jpg,96,254,26,130
1012,armas (843).jpg,22,161,32,136
1013,armas (844).jpg,22,207,25,164
1014,armas (845).jpg,32,171,28,149
1015,armas (846).jpg,67,255,8,138
1016,armas (847).jpg,34,188,57,157
1017,armas (848).jpg,99,133,40,88
1018,armas (849).jpg,145,237,50,120
1019,armas (850).jpg,90,137,30,165
1020,armas (851).jpg,29,115,57,159
1021,armas (852).jpg,28,219,1,82
1022,armas (853).jpg,176,239,72,129
1023,armas (854).jpg,47,152,43,119
1024,armas (854).jpg,161,263,45,114
1025,armas (855).jpg,83,183,92,125
1026,armas (856).jpg,22,262,4,97
1027,armas (857).jpg,32,228,23,113
1028,armas (858).jpg,159,259,71,176
1029,armas (859).jpg,121,228,40,124
1030,armas (860).jpg,69,219,51,104
1031,armas (861).jpg,151,223,71,156
1032,armas (862).jpg,75,97,71,125
1033,armas (863).jpg,87,162,90,224
1034,armas (864).jpg,17,67,22,86
1035,armas (865).jpg,28,158,10,111
1036,armas (865).jpg,189,335,13,119
1037,armas (866).jpg,1,284,62,125
1038,armas (867).jpg,33,106,33,166
1039,armas (868).jpg,50,102,31,72
1040,armas (868).jpg,139,166,43,69
1041,armas (868).jpg,75,136,140,182
1042,armas (869).jpg,48,105,67,105
1043,armas (870).jpg,18,151,62,128
1044,armas (871).jpg,62,215,50,160
1045,armas (872).jpg,105,140,50,126
1046,armas (873).jpg,157,173,68,86
1047,armas (874).jpg,164,197,111,159
1048,armas (875).jpg,28,139,3,181
1049,armas (876).jpg,79,92,66,93
1050,armas (877).jpg,21,61,75,135
1051,armas (878).jpg,14,209,44,90
1052,armas (879).jpg,83,231,83,194
1053,armas (880).jpg,54,145,46,188
1054,armas (881).jpg,116,148,17,41
1055,armas (882).jpg,114,149,42,101
1056,armas (883).jpg,136,218,53,134
1057,armas (884).jpg,62,239,7,105
1058,armas (885).jpg,100,159,13,100
1059,armas (886).jpg,157,191,12,67
1060,armas (887).jpg,21,162,32,142
1061,armas (888).jpg,52,175,3,144
1062,armas (889).jpg,100,141,70,113
1063,armas (890).jpg,53,196,12,106
1064,armas (891).jpg,149,175,48,74
1065,armas (892).jpg,33,184,30,109
1066,armas (893).jpg,86,106,73,91
1067,armas (894).jpg,167,184,49,65
1068,armas (895).jpg,72,107,62,117
1069,armas (896).jpg,2,169,1,162
1070,armas (897).jpg,11,305,26,151
1071,armas (898).jpg,112,195,16,151
1072,armas (899).jpg,140,176,72,104
1073,armas (900).jpg,69,123,53,85
1074,armas (901).jpg,134,172,89,123
1075,armas (902).jpg,195,216,41,58
1076,armas (903).jpg,89,138,19,224
1077,armas (904).jpg,106,131,40,57
1078,armas (905).jpg,144,178,40,70
1079,armas (906).jpg,34,91,88,164
1080,armas (907).jpg,1,137,2,193
1081,armas (908).jpg,56,77,88,134
1082,armas (909).jpg,83,149,71,182
1083,armas (910).jpg,34,82,43,85
1084,armas (911).jpg,14,178,16,118
1085,armas (912).jpg,43,236,16,140
1086,armas (913).jpg,99,263,27,161
1087,armas (914).jpg,80,101,34,54
1088,armas (915).jpg,109,141,75,134
1089,armas (916).jpg,65,215,34,137
1090,armas (917).jpg,86,140,40,91
1091,armas (918).jpg,97,224,21,179
1092,armas (919).jpg,33,100,59,123
1093,armas (920).jpg,51,81,140,185
1094,armas (921).jpg,1,158,1,176
1095,armas (922).jpg,70,132,73,106
1096,armas (922).jpg,46,109,116,149
1097,armas (922).jpg,137,188,87,125
1098,armas (922).jpg,189,242,20,54
1099,armas (922).jpg,178,236,58,95
1100,armas (923).jpg,105,280,9,147
1101,armas (924).jpg,110,144,81,117
1102,armas (925).jpg,87,206,1,190
1103,armas (926).jpg,75,245,51,149
1104,armas (927).jpg,56,153,117,154
1105,armas (928).jpg,152,245,50,136
1106,armas (929).jpg,119,179,17,74
1107,armas (930).jpg,104,195,39,209
1108,armas (931).jpg,30,75,129,187
1109,armas (932).jpg,108,138,48,79
1110,armas (933).jpg,167,235,92,147
1111,armas (934).jpg,31,179,71,145
1112,armas (935).jpg,4,214,1,90
1113,armas (936).jpg,1,119,23,87
1114,armas (936).jpg,147,258,6,84
1115,armas (937).jpg,31,189,45,163
1116,armas (938).jpg,46,200,19,123
1117,armas (939).jpg,8,202,3,137
1118,armas (940).jpg,118,141,72,119
1119,armas (941).jpg,43,261,3,161
1120,armas (942).jpg,51,104,123,203
1121,armas (943).jpg,31,132,23,135
1122,armas (944).jpg,41,118,53,132
1123,armas (945).jpg,27,135,8,134
1124,armas (946).jpg,52,101,59,103
1125,armas (947).jpg,81,107,43,98
1126,armas (948).jpg,32,192,31,133
1127,armas (949).jpg,68,230,9,90
1128,armas (950).jpg,77,197,25,177
1129,armas (951).jpg,14,287,3,131
1130,armas (952).jpg,26,185,17,170
1131,armas (953).jpg,177,254,54,136
1132,armas (954).jpg,58,123,51,168
1133,armas (955).jpg,115,235,44,91
1134,armas (956).jpg,71,217,43,97
1135,armas (957).jpg,26,147,39,134
1136,armas (958).jpg,4,205,20,112
1137,armas (959).jpg,66,242,69,157
1138,armas (960).jpg,142,175,35,92
1139,armas (961).jpg,78,194,35,160
1140,armas (962).jpg,21,134,79,243
1141,armas (963).jpg,99,238,38,107
1142,armas (964).jpg,26,126,14,92
1143,armas (965).jpg,114,169,17,94
1144,armas (966).jpg,75,116,91,180
1145,armas (967).jpg,113,146,25,114
1146,armas (968).jpg,37,68,207,246
1147,armas (969).jpg,13,47,38,98
1148,armas (970).jpg,69,136,25,176
1149,armas (971).jpg,113,132,87,125
1150,armas (972).jpg,95,231,15,116
1151,armas (973).jpg,122,242,54,175
1152,armas (974).jpg,141,166,2,59
1153,armas (975).jpg,169,233,37,129
1154,armas (976).jpg,24,229,21,166
1155,armas (977).jpg,104,214,76,157
1156,armas (978).jpg,85,225,20,71
1157,armas (979).jpg,49,85,33,55
1158,armas (980).jpg,5,284,6,159
1159,armas (981).jpg,14,79,80,115
1160,armas (981).jpg,95,158,78,118
1161,armas (981).jpg,180,240,79,120
1162,armas (982).jpg,64,99,59,157
1163,armas (983).jpg,15,258,15,152
1164,armas (984).jpg,79,102,120,152
1165,armas (985).jpg,153,217,65,126
1166,armas (986).jpg,61,189,39,194
1167,armas (987).jpg,74,86,63,73
1168,armas (988).jpg,17,66,50,84
1169,armas (989).jpg,47,236,39,137
1170,armas (990).jpg,3,23,21,39
1171,armas (990).jpg,158,175,17,32
1172,armas (991).jpg,75,141,77,163
1173,armas (992).jpg,183,253,1,58
1174,armas (993).jpg,7,257,4,194
1175,armas (994).jpg,103,239,68,147
1176,armas (995).jpg,17,89,60,124
1177,armas (996).jpg,89,201,1,81
1178,armas (997).jpg,134,157,6,52
1179,armas (998).jpg,68,228,49,128
1180,armas (999).jpg,59,174,32,98
1181,armas (1000).jpg,97,215,4,96
1182,armas (1001).jpg,96,227,17,72
1183,armas (1002).jpg,121,135,72,137
1184,armas (1003).jpg,108,240,51,134
1185,armas (1004).jpg,12,119,69,140
1186,armas (1005).jpg,85,173,50,117
1187,armas (1006).jpg,1,31,25,64
1188,armas (1007).jpg,98,212,43,116
1189,armas (1008).jpg,19,67,26,83
1190,armas (1009).jpg,215,248,36,71
1191,armas (1010).jpg,56,117,22,86
1192,armas (1011).jpg,27,210,18,119
1193,armas (1012).jpg,20,160,17,247
1194,armas (1013).jpg,76,181,47,103
1195,armas (1014).jpg,150,167,26,81
1196,armas (1015).jpg,114,137,84,129
1197,armas (1016).jpg,56,104,8,44
1198,armas (1016).jpg,54,86,87,138
1199,armas (1017).jpg,71,109,60,108
1200,armas (1018).jpg,78,111,72,96
1201,armas (1019).jpg,39,165,55,145
1202,armas (1020).jpg,18,58,5,123
1203,armas (1021).jpg,149,246,35,163
1204,armas (1022).jpg,79,101,101,109
1205,armas (1023).jpg,66,112,56,173
1206,armas (1024).jpg,162,189,38,72
1207,armas (1025).jpg,113,161,128,206
1208,armas (1025).jpg,86,116,127,206
1209,armas (1026).jpg,94,183,20,109
1210,armas (1027).jpg,73,100,125,183
1211,armas (1028).jpg,122,168,55,91
1212,armas (1029).jpg,25,166,54,158
1213,armas (1030).jpg,28,64,37,99
1214,armas (1031).jpg,143,179,74,99
1215,armas (1032).jpg,108,168,115,160
1216,armas (1033).jpg,42,62,106,131
1217,armas (1034).jpg,130,247,46,124
1218,armas (1035).jpg,104,174,43,141
1219,armas (1036).jpg,162,207,34,115
1220,armas (1037).jpg,2,176,48,200
1221,armas (1038).jpg,36,210,8,128
1222,armas (1039).jpg,130,175,3,73
1223,armas (1039).jpg,76,137,40,126
1224,armas (1040).jpg,139,239,44,99
1225,armas (1041).jpg,101,238,24,120
1226,armas (1042).jpg,36,95,67,160
1227,armas (1043).jpg,83,142,20,74
1228,armas (1044).jpg,3,47,48,90
1229,armas (1045).jpg,70,209,27,127
1230,armas (1046).jpg,181,233,101,140
1231,armas (1047).jpg,67,230,12,88
1232,armas (1048).jpg,4,125,37,105
1233,armas (1049).jpg,10,215,14,121
1234,armas (1050).jpg,28,639,145,409
1235,armas (1051).jpg,79,1000,203,562
1236,armas (1052).jpg,1302,3296,750,2090
1237,armas (1053).jpg,84,470,25,360
1238,armas (1054).jpg,65,737,71,503
1239,armas (1055).jpg,1,800,82,488
1240,armas (1056).jpg,386,726,197,414
1241,armas (1057).jpg,180,1135,163,553
1242,armas (1058).jpg,1,610,1,399
1243,armas (1059).jpg,1,637,1,480
1244,armas (1060).jpg,73,280,59,204
1245,armas (1061).jpg,1279,1450,526,847
1246,armas (1062).jpg,30,292,93,187
1247,armas (1062).jpg,76,337,118,200
1248,armas (1063).jpg,4,459,3,211
1249,armas (1064).jpg,67,91,15,187
1250,armas (1065).jpg,57,173,127,330
1251,armas (1066).jpg,126,347,172,407
1252,armas (1067).jpg,29,162,172,236
1253,armas (1067).jpg,202,327,167,242
1254,armas (1067).jpg,373,498,169,242
1255,armas (1068).jpg,175,218,37,72
1256,armas (1069).jpg,1029,2517,132,2078
1257,armas (1069).jpg,179,1521,545,2211
1258,armas (1070).jpg,543,569,128,154
1259,armas (1071).jpg,269,566,72,271
1260,armas (1072).jpg,8,397,8,289
1261,armas (1073).jpg,386,594,52,248
1262,armas (1074).jpg,26,529,156,474
1263,armas (1075).jpg,46,741,208,482
1264,armas (1076).jpg,363,416,125,197
1265,armas (1077).jpg,763,926,263,640
1266,armas (1078).jpg,13,85,97,152
1267,armas (1079).jpg,195,255,143,173
1268,armas (1080).jpg,966,1126,188,322
1269,armas (1081).jpg,113,148,105,132
1270,armas (1081).jpg,155,200,102,146
1271,armas (1082).jpg,340,537,32,103
1272,armas (1083).jpg,66,85,4,55
1273,armas (1084).jpg,49,248,110,241
1274,armas (1085).jpg,70,83,127,156
1275,armas (1086).jpg,224,257,61,81
1276,armas (1086).jpg,6,44,106,132
1277,armas (1087).jpg,57,567,18,412
1278,armas (1088).jpg,783,2056,633,1147
1279,armas (1089).jpg,241,713,94,469
1280,armas (1090).jpg,531,1101,448,693
1281,armas (1091).jpg,70,892,32,711
1282,armas (1092).jpg,28,389,1,217
1283,armas (1093).jpg,35,780,10,536
1284,armas (1094).jpg,9,538,336,691
1285,armas (1095).jpg,733,1242,300,750
1286,armas (1096).jpg,317,1396,198,952
1287,armas (1097).jpg,1,295,42,242
1288,armas (1098).jpg,626,710,197,243
1289,armas (1099).jpg,247,512,58,235
1290,armas (1100).jpg,12,588,8,394
1291,armas (1101).jpg,110,271,82,174
1292,armas (1102).jpg,171,1315,84,460
1293,armas (1103).jpg,68,608,291,695
1294,armas (1104).jpg,29,340,68,181
1295,armas (1105).jpg,31,588,20,477
1296,armas (1105).jpg,620,1171,25,497
1297,armas (1105).jpg,325,879,300,517
1298,armas (1105).jpg,45,377,582,1014
1299,armas (1105).jpg,431,702,491,1022
1300,armas (1105).jpg,762,962,548,954
1301,armas (1105).jpg,1031,1117,585,942
1302,armas (1105).jpg,45,531,1054,1454
1303,armas (1105).jpg,577,1157,1085,1460
1304,armas (1105).jpg,40,531,1474,1780
1305,armas (1106).jpg,21,1067,15,685
1306,armas (1107).jpg,1001,1444,516,949
1307,armas (1108).jpg,65,108,244,287
1308,armas (1109).jpg,188,278,112,300
1309,armas (1110).jpg,64,258,93,241
1310,armas (1111).jpg,241,1230,862,1629
1311,armas (1112).jpg,389,502,72,269
1312,armas (1113).jpg,16,551,9,349
1313,armas (1114).jpg,42,166,141,203
1314,armas (1115).jpg,201,234,295,364
1315,armas (1116).jpg,76,189,176,354
1316,armas (1117).jpg,375,548,77,190
1317,armas (1118).jpg,77,303,433,763
1318,armas (1119).jpg,79,258,507,635
1319,armas (1120).jpg,109,326,495,622
1320,armas (1121).jpg,869,1099,168,396
1321,armas (1122).jpg,109,348,70,175
1322,armas (1123).jpg,258,560,163,365
1323,armas (1124).jpg,222,368,112,537
1324,armas (1125).jpg,312,569,115,234
1325,armas (1126).jpg,147,348,85,221
1326,armas (1127).jpg,70,110,154,182
1327,armas (1128).jpg,36,301,72,267
1328,armas (1129).jpg,281,571,58,343
1329,armas (1130).jpg,41,292,456,633
1330,armas (1131).jpg,104,567,26,685
1331,armas (1132).jpg,176,854,14,422
1332,armas (1133).jpg,262,323,107,137
1333,armas (1134).jpg,201,456,41,303
1334,armas (1135).jpg,229,651,246,397
1335,armas (1136).jpg,384,544,141,263
1336,armas (1137).jpg,90,685,4,417
1337,armas (1138).jpg,49,256,13,188
1338,armas (1139).jpg,87,548,58,314
1339,armas (1140).jpg,441,741,247,622
1340,armas (1141).jpg,487,696,512,718
1341,armas (1142).jpg,39,344,56,269
1342,armas (1143).jpg,456,546,132,216
1343,armas (1144).jpg,188,238,165,228
1344,armas (1144).jpg,440,491,108,163
1345,armas (1145).jpg,40,2568,102,2342
1346,armas (1146).jpg,154,1166,76,490
1347,armas (1147).jpg,43,102,239,304
1348,armas (1148).jpg,40,386,235,759
1349,armas (1148).jpg,306,624,99,587
1350,armas (1148).jpg,522,856,261,801
1351,armas (1148).jpg,664,968,83,567
1352,armas (1148).jpg,898,1244,205,737
1353,armas (1149).jpg,27,628,25,361
1354,armas (1150).jpg,58,278,1,168
1355,armas (1151).jpg,84,492,40,377
1356,armas (1152).jpg,1,501,3,251
1357,armas (1153).jpg,159,215,201,328
1358,armas (1154).jpg,359,422,337,375
1359,armas (1154).jpg,131,178,111,163
1360,armas (1155).jpg,31,82,292,328
1361,armas (1156).jpg,1026,1348,543,1285
1362,armas (1156).jpg,94,441,411,1514
1363,armas (1157).jpg,553,1078,103,1000
1364,armas (1158).jpg,775,1256,3,887
1365,armas (1159).jpg,287,481,82,263
1366,armas (1160).jpg,1,139,79,135
1367,armas (1160).jpg,285,437,1,66
1368,armas (1161).jpg,528,1218,268,625
1369,armas (1162).jpg,334,1996,43,978
1370,armas (1163).jpg,319,388,22,74
1371,armas (1163).jpg,53,130,200,277
1372,armas (1163).jpg,174,217,55,88
1373,armas (1163).jpg,200,241,394,423
1374,armas (1163).jpg,532,586,29,84
1375,armas (1163).jpg,351,397,311,356
1376,armas (1163).jpg,606,644,324,353
1377,armas (1163).jpg,438,470,373,387
1378,armas (1163).jpg,479,513,505,524
1379,armas (1163).jpg,255,291,160,173
1380,armas (1163).jpg,479,513,145,162
1381,armas (1164).jpg,219,559,343,700
1382,armas (1165).jpg,1153,1676,405,999
1383,armas (1166).jpg,26,541,58,274
1384,armas (1167).jpg,21,146,78,163
1385,armas (1167).jpg,84,221,31,111
1386,armas (1168).jpg,196,211,232,255
1387,armas (1169).jpg,495,878,11,204
1388,armas (1170).jpg,147,348,85,221
1389,armas (1171).jpg,3,1017,6,595
1390,armas (1172).jpg,55,865,65,415
1391,armas (1173).jpg,41,478,15,319
1392,armas (1174).jpg,136,553,253,436
1393,armas (1175).jpg,83,1239,77,945
1394,armas (1176).jpg,352,1221,155,818
1395,armas (1177).jpg,376,970,46,476
1396,armas (1178).jpg,162,225,60,146
1397,armas (1179).jpg,88,104,177,207
1398,armas (1179).jpg,291,333,122,216
1399,armas (1180).jpg,15,488,9,342
1400,armas (1181).jpg,1,126,149,235
1401,armas (1182).jpg,500,536,213,233
1402,armas (1183).jpg,496,583,263,374
1403,armas (1184).jpg,554,671,299,361
1404,armas (1185).jpg,130,591,7,331
1405,armas (1186).jpg,8,583,12,379
1406,armas (1187).jpg,44,234,155,427
1407,armas (1188).jpg,117,591,56,403
1408,armas (1189).jpg,79,1928,243,1351
1409,armas (1190).jpg,4,300,29,245
1410,armas (1191).jpg,13,369,14,390
1411,armas (1192).jpg,8,65,37,115
1412,armas (1192).jpg,55,119,70,152
1413,armas (1193).jpg,13,441,45,331
1414,armas (1194).jpg,291,390,102,170
1415,armas (1195).jpg,18,484,19,300
1416,armas (1196).jpg,9,479,22,328
1417,armas (1197).jpg,13,359,136,364
1418,armas (1197).jpg,78,492,7,218
1419,armas (1198).jpg,1,494,4,322
1420,armas (1199).jpg,19,447,7,321
1421,armas (1200).jpg,184,361,145,293
1422,armas (1200).jpg,12,262,117,242
